Sample	Strain	Coverage	MeanDepth
PMLBSc042	NC_002978.6	3.38158	0.0819755
PMLBSc042	NC_006833.1	0.201836	0.00748645
PMLBSc042	NC_012416.1	4.6419	0.101326
PMLBSc042	NC_010981.1	66.251	2.08644
PMLBSc042	NC_018267.1	0.205117	0.00384868
PMLBSc042	NC_021084.1	14.1727	0.375235
PMLBSc042	NC_021089.1	2.36016	0.0478907
PMLBSc042	NZ_HG810405.1	0.26483	0.00713603
PMLBSc042	NZ_AP013028.1	0.370702	0.0100107
PMLBSc042	NZ_CM003641.1	3.79649	0.101007
PMLBSc042	NZ_CP031221.1	14.1072	0.335162
PMLBSc042	NZ_CP037426.1	3.65185	0.0993024
PMLBSc043	NC_002978.6	4.80232	0.146646
PMLBSc043	NC_006833.1	0.624674	0.016595
PMLBSc043	NC_012416.1	6.3204	0.170507
PMLBSc043	NC_010981.1	73.8764	3.23007
PMLBSc043	NC_018267.1	0.267748	0.0119845
PMLBSc043	NC_021084.1	17.6798	0.542489
PMLBSc043	NC_021089.1	3.20635	0.0924268
PMLBSc043	NZ_HG810405.1	0.269098	0.0143054
PMLBSc043	NZ_AP013028.1	0.689007	0.0238069
PMLBSc043	NZ_CM003641.1	5.37304	0.159155
PMLBSc043	NZ_CP031221.1	17.8484	0.487608
PMLBSc043	NZ_CP037426.1	4.33318	0.146729
PMLBSc044	NC_002978.6	0.21368	0.0109025
PMLBSc044	NC_006833.1	0.238315	0.0221622
PMLBSc044	NC_012416.1	0.18079	0.00787898
PMLBSc044	NC_010981.1	0.160005	0.0041519
PMLBSc044	NC_018267.1	0.293114	0.0165012
PMLBSc044	NC_021084.1	0.214161	0.00582952
PMLBSc044	NC_021089.1	0.0997836	0.00223722
PMLBSc044	NZ_HG810405.1	0.256293	0.0217381
PMLBSc044	NZ_AP013028.1	0.274467	0.0149785
PMLBSc044	NZ_CM003641.1	0.205767	0.00621886
PMLBSc044	NZ_CP031221.1	0.118194	0.00327357
PMLBSc044	NZ_CP037426.1	0.137908	0.00825228
PMLBSc045	NC_002978.6	93.2664	17.5058
PMLBSc045	NC_006833.1	0.855767	0.0236491
PMLBSc045	NC_012416.1	45.6436	3.5505
PMLBSc045	NC_010981.1	6.05894	0.501834
PMLBSc045	NC_018267.1	0.518168	0.0178186
PMLBSc045	NC_021084.1	3.2042	0.357242
PMLBSc045	NC_021089.1	47.1046	3.82507
PMLBSc045	NZ_HG810405.1	0.349983	0.117873
PMLBSc045	NZ_AP013028.1	1.38449	0.0459978
PMLBSc045	NZ_CM003641.1	0.871046	0.0235613
PMLBSc045	NZ_CP031221.1	2.83631	0.313306
PMLBSc045	NZ_CP037426.1	53.4632	4.26106
PMLBSc046	NC_002978.6	0.29595	0.0251266
PMLBSc046	NC_006833.1	0.264239	0.038585
PMLBSc046	NC_012416.1	0.183903	0.0162324
PMLBSc046	NC_010981.1	0.179972	0.0121643
PMLBSc046	NC_018267.1	0.28873	0.0454786
PMLBSc046	NC_021084.1	0.201871	0.0124203
PMLBSc046	NC_021089.1	0.174641	0.00528321
PMLBSc046	NZ_HG810405.1	0.301473	0.383295
PMLBSc046	NZ_AP013028.1	0.265187	0.0365414
PMLBSc046	NZ_CM003641.1	0.263184	0.0210944
PMLBSc046	NZ_CP031221.1	0.164891	0.00990427
PMLBSc046	NZ_CP037426.1	0.235515	0.016648
PMLBSc047	NC_002978.6	2.9427	0.307227
PMLBSc047	NC_006833.1	0.615693	0.374904
PMLBSc047	NC_012416.1	2.97917	0.271235
PMLBSc047	NC_010981.1	77.0494	6.41671
PMLBSc047	NC_018267.1	0.476936	0.865883
PMLBSc047	NC_021084.1	20.961	1.15382
PMLBSc047	NC_021089.1	2.59515	0.590115
PMLBSc047	NZ_HG810405.1	0.41973	0.898448
PMLBSc047	NZ_AP013028.1	1.07435	0.404043
PMLBSc047	NZ_CM003641.1	8.09307	0.43514
PMLBSc047	NZ_CP031221.1	24.2392	1.08648
PMLBSc047	NZ_CP037426.1	3.34225	0.325339
PMLBSc048	NC_002978.6	4.45013	0.508437
PMLBSc048	NC_006833.1	1.3099	0.0243342
PMLBSc048	NC_012416.1	4.95867	0.533736
PMLBSc048	NC_010981.1	82.9002	35.7121
PMLBSc048	NC_018267.1	0.503972	0.0057391
PMLBSc048	NC_021084.1	33.7391	4.52208
PMLBSc048	NC_021089.1	4.47035	0.889337
PMLBSc048	NZ_HG810405.1	0.659888	0.0305106
PMLBSc048	NZ_AP013028.1	1.75	0.108431
PMLBSc048	NZ_CM003641.1	15.084	1.52486
PMLBSc048	NZ_CP031221.1	37.326	5.10232
PMLBSc048	NZ_CP037426.1	5.60482	0.735981
PMLBSc049	NC_002978.6	0.0931548	0.0021865
PMLBSc049	NC_006833.1	0.0995293	0.0035775
PMLBSc049	NC_012416.1	0.0514568	0.00131616
PMLBSc049	NC_010981.1	0.0619918	0.000893113
PMLBSc049	NC_018267.1	0.159396	0.00351048
PMLBSc049	NC_021084.1	0.043247	0.00141571
PMLBSc049	NC_021089.1	0.042599	0.000679887
PMLBSc049	NZ_HG810405.1	0.186338	0.0123212
PMLBSc049	NZ_AP013028.1	0.113915	0.00335904
PMLBSc049	NZ_CM003641.1	0.0812306	0.00248984
PMLBSc049	NZ_CP031221.1	0.0196765	0.000378031
PMLBSc049	NZ_CP037426.1	0.11321	0.00255111
PMLBSc050	NC_002978.6	0.026503	0.000544258
PMLBSc050	NC_006833.1	0.0152766	0.00139711
PMLBSc050	NC_012416.1	0.0273191	0.00043019
PMLBSc050	NC_010981.1	0.024284	0.000584841
PMLBSc050	NC_018267.1	0.0510444	0.00073174
PMLBSc050	NC_021084.1	0.00330306	0.000324161
PMLBSc050	NC_021089.1	0.0264701	0.000589595
PMLBSc050	NZ_HG810405.1	0.117633	0.00983221
PMLBSc050	NZ_AP013028.1	0.0504776	0.00106955
PMLBSc050	NZ_CM003641.1	0.0235489	0.0008273
PMLBSc050	NZ_CP031221.1	0.0188678	0.000328166
PMLBSc050	NZ_CP037426.1	0.0317225	0.000834101
PMLBSc051	NC_002978.6	0.131253	0.00190017
PMLBSc051	NC_006833.1	0.00398117	0.000396265
PMLBSc051	NC_012416.1	0.0950983	0.00166958
PMLBSc051	NC_018267.1	0.0397708	0.00589255
PMLBSc051	NC_021084.1	0.0354119	0.000671366
PMLBSc051	NC_021089.1	0.0362709	0.0012417
PMLBSc051	NZ_HG810405.1	0.0490309	0.0175231
PMLBSc051	NZ_AP013028.1	0.0722365	0.00222229
PMLBSc051	NZ_CM003641.1	0.0221378	0.000934902
PMLBSc051	NZ_CP031221.1	0.0102425	0.000477761
PMLBSc051	NZ_CP037426.1	0.0881426	0.00462823
PMLBSc051	NC_010981.1	0	0
PMLBSc052	NC_002978.6	0.0651532	0.00146634
PMLBSc052	NC_006833.1	0.0662911	0.00209521
PMLBSc052	NC_012416.1	0.0369327	0.000763553
PMLBSc052	NC_010981.1	0.0970013	0.0012223
PMLBSc052	NC_018267.1	0.117329	0.00248437
PMLBSc052	NC_021084.1	0.0639872	0.000732819
PMLBSc052	NC_021089.1	0.0208365	0.00030946
PMLBSc052	NZ_HG810405.1	0.144594	0.0117456
PMLBSc052	NZ_AP013028.1	0.0872758	0.00233829
PMLBSc052	NZ_CM003641.1	0.0761151	0.00171281
PMLBSc052	NZ_CP031221.1	0.0136118	0.000251347
PMLBSc052	NZ_CP037426.1	0.0686211	0.00177838
PMLBSc053	NC_002978.6	0.00339175	6.7835e-05
PMLBSc053	NC_006833.1	0.00398117	0.000703649
PMLBSc053	NC_012416.1	0.019158	0.00038316
PMLBSc053	NC_018267.1	0.0173279	0.000173279
PMLBSc053	NC_021084.1	0.0175139	0.000204329
PMLBSc053	NZ_HG810405.1	0.02717	0.00918992
PMLBSc053	NZ_AP013028.1	0.0220789	0.000523975
PMLBSc053	NZ_CM003641.1	0.00379253	0.000455103
PMLBSc053	NZ_CP037426.1	0.00317964	0.000876989
PMLBSc053	NC_010981.1	0	0
PMLBSc053	NC_021089.1	0	0
PMLBSc053	NZ_CP031221.1	0	0
PMLBSc054	NC_002978.6	0.0381769	0.000957578
PMLBSc054	NC_006833.1	0.0240722	0.00250443
PMLBSc054	NC_012416.1	0.0419816	0.000674333
PMLBSc054	NC_010981.1	0.0224627	0.0014766
PMLBSc054	NC_018267.1	0.0133613	0.000350734
PMLBSc054	NC_021084.1	0.0198184	0.00104008
PMLBSc054	NC_021089.1	0.0315634	0.000600399
PMLBSc054	NZ_HG810405.1	0.0560056	0.0138161
PMLBSc054	NZ_AP013028.1	0.0469577	0.00280467
PMLBSc054	NZ_CM003641.1	0.00379253	0.00309135
PMLBSc054	NZ_CP031221.1	0.0221697	0.000544472
PMLBSc054	NZ_CP037426.1	0.00650717	0.00208451
PMLBSc055	NC_006833.1	0.0625877	0.000906411
PMLBSc055	NC_012416.1	0.0121034	0.000209562
PMLBSc055	NC_010981.1	0.00202367	4.04734e-05
PMLBSc055	NC_018267.1	0.0162841	0.000566812
PMLBSc055	NC_021084.1	0.016208	0.000260404
PMLBSc055	NC_021089.1	0.00787156	0.000136595
PMLBSc055	NZ_HG810405.1	0.0489268	0.00974997
PMLBSc055	NZ_AP013028.1	0.00343983	0.00020639
PMLBSc055	NZ_CM003641.1	0.00379253	0.000287526
PMLBSc055	NZ_CP031221.1	0.00289756	0.000173854
PMLBSc055	NZ_CP037426.1	0.00317964	0.000411135
PMLBSc055	NC_002978.6	0	0
PMLBSc056	NC_002978.6	0.183076	0.0211014
PMLBSc056	NC_006833.1	0.226927	0.0366194
PMLBSc056	NC_012416.1	0.149045	0.0158797
PMLBSc056	NC_010981.1	0.151775	0.0149725
PMLBSc056	NC_018267.1	0.261381	0.0576739
PMLBSc056	NC_021084.1	0.130663	0.00965185
PMLBSc056	NC_021089.1	0.16839	0.013306
PMLBSc056	NZ_HG810405.1	0.274823	0.0675284
PMLBSc056	NZ_AP013028.1	0.21575	0.0190687
PMLBSc056	NZ_CM003641.1	0.185569	0.0269649
PMLBSc056	NZ_CP031221.1	0.107075	0.0157499
PMLBSc056	NZ_CP037426.1	0.193662	0.0257396
PMLBSc057	NC_002978.6	0.00339175	6.7835e-05
PMLBSc057	NC_021084.1	0.00668294	0.000122905
PMLBSc057	NC_021089.1	0.0140453	0.000140453
PMLBSc057	NZ_HG810405.1	0.0235265	0.0096896
PMLBSc057	NZ_AP013028.1	0.0153593	0.000153593
PMLBSc057	NZ_CM003641.1	0.00379253	0.000227552
PMLBSc057	NZ_CP031221.1	0.00289756	5.79512e-05
PMLBSc057	NZ_CP037426.1	0.00798607	0.00128738
PMLBSc057	NC_006833.1	0	0
PMLBSc057	NC_012416.1	0	0
PMLBSc057	NC_010981.1	0	0
PMLBSc057	NC_018267.1	0	0
PMLBSc058	NC_002978.6	0.0189307	0.000357317
PMLBSc058	NC_006833.1	0.0465705	0.0015147
PMLBSc058	NC_012416.1	0.0280108	0.000542233
PMLBSc058	NC_010981.1	0.0216533	0.000545042
PMLBSc058	NC_018267.1	0.0239042	0.000239042
PMLBSc058	NC_021084.1	0.00330306	0.000261172
PMLBSc058	NC_021089.1	0.0033184	0.00026007
PMLBSc058	NZ_HG810405.1	0.00926487	0.00724117
PMLBSc058	NZ_AP013028.1	0.0313585	0.00115514
PMLBSc058	NZ_CM003641.1	0.0164931	0.000478035
PMLBSc058	NZ_CP031221.1	0.00289756	0.000229783
PMLBSc058	NZ_CP037426.1	0.0247716	0.000837798
PMLBSc059	NC_002978.6	0.018063	0.000214548
PMLBSc059	NC_006833.1	0.00398117	0.000627729
PMLBSc059	NC_012416.1	0.0426732	0.000452322
PMLBSc059	NC_010981.1	0.00290059	5.39645e-05
PMLBSc059	NC_018267.1	0.0589777	0.000638838
PMLBSc059	NC_021084.1	0.0137499	0.000137499
PMLBSc059	NC_021089.1	0.0370426	0.000900599
PMLBSc059	NZ_HG810405.1	0.0296684	0.00442944
PMLBSc059	NZ_AP013028.1	0.0611171	0.00149433
PMLBSc059	NZ_CM003641.1	0.0774381	0.00165107
PMLBSc059	NZ_CP031221.1	0.00896222	0.00164015
PMLBSc059	NZ_CP037426.1	0.00317964	0.000315006
PMLBSc060	NC_002978.6	0.0960733	0.00188597
PMLBSc060	NC_006833.1	0.144526	0.00553198
PMLBSc060	NC_012416.1	0.0813349	0.0019815
PMLBSc060	NC_010981.1	0.0442509	0.000794628
PMLBSc060	NC_018267.1	0.144574	0.00417645
PMLBSc060	NC_021084.1	0.00729746	0.000172066
PMLBSc060	NC_021089.1	0.061429	0.000736994
PMLBSc060	NZ_HG810405.1	0.141784	0.0109398
PMLBSc060	NZ_AP013028.1	0.0466378	0.00176952
PMLBSc060	NZ_CM003641.1	0.0545065	0.0014244
PMLBSc060	NZ_CP031221.1	0.0249325	0.000471022
PMLBSc060	NZ_CP037426.1	0.0683993	0.00168003
PMLBSc061	NC_002978.6	3.93538	0.306632
PMLBSc061	NC_006833.1	0.53144	0.0105733
PMLBSc061	NC_012416.1	4.18571	0.344456
PMLBSc061	NC_010981.1	82.2965	19.9576
PMLBSc061	NC_018267.1	0.300421	0.00341548
PMLBSc061	NC_021084.1	29.0231	2.56445
PMLBSc061	NC_021089.1	3.67363	0.48177
PMLBSc061	NZ_HG810405.1	0.258167	0.0217683
PMLBSc061	NZ_AP013028.1	1.06451	0.0568117
PMLBSc061	NZ_CM003641.1	11.939	0.850881
PMLBSc061	NZ_CP031221.1	33.1828	2.92268
PMLBSc061	NZ_CP037426.1	4.93902	0.451017
PMLBSc062	NC_002978.6	0.00528482	0.00034233
PMLBSc062	NC_006833.1	0.0295347	0.00103696
PMLBSc062	NC_012416.1	0.00297398	5.94796e-05
PMLBSc062	NC_010981.1	0.0194947	0.000416202
PMLBSc062	NZ_HG810405.1	0.0259208	0.0108847
PMLBSc062	NZ_AP013028.1	0.00887957	0.000383982
PMLBSc062	NZ_CM003641.1	0.00379253	0.000376607
PMLBSc062	NZ_CP031221.1	0.00289756	5.79512e-05
PMLBSc062	NZ_CP037426.1	0.00813396	0.000594519
PMLBSc062	NC_018267.1	0	0
PMLBSc062	NC_021084.1	0	0
PMLBSc062	NC_021089.1	0	0
PMLBSc063	NC_002978.6	0.114215	0.00199798
PMLBSc063	NC_006833.1	0.0318494	0.000874006
PMLBSc063	NC_012416.1	0.0744879	0.000784301
PMLBSc063	NC_010981.1	0.119194	0.00144827
PMLBSc063	NC_018267.1	0.0458251	0.000840301
PMLBSc063	NC_021084.1	0.0476255	0.000607609
PMLBSc063	NC_021089.1	0.0686061	0.000805677
PMLBSc063	NZ_HG810405.1	0.0500719	0.000967086
PMLBSc063	NZ_AP013028.1	0.0477577	0.000647969
PMLBSc063	NZ_CM003641.1	0.028488	0.000399538
PMLBSc063	NZ_CP031221.1	0.0175201	0.00395618
PMLBSc063	NZ_CP037426.1	0.0252892	0.000345324
PMLBSc064	NC_002978.6	0.155389	0.00194592
PMLBSc064	NC_006833.1	0.00629581	0.000196281
PMLBSc064	NC_012416.1	0.0197113	0.000411516
PMLBSc064	NC_010981.1	0.400484	0.00613172
PMLBSc064	NC_018267.1	0.0385181	0.000437374
PMLBSc064	NC_021084.1	0.016208	0.000195111
PMLBSc064	NC_021089.1	0.0265472	0.000299428
PMLBSc064	NZ_HG810405.1	0.00707878	0.000476776
PMLBSc064	NZ_AP013028.1	0.0135993	0.000657568
PMLBSc064	NZ_CM003641.1	0.0161403	0.00042688
PMLBSc064	NZ_CP031221.1	0.111725	0.0054582
PMLBSc064	NZ_CP037426.1	0.00317964	0.000190778
PMLBSc065	NC_002978.6	1.61361	0.0258018
PMLBSc065	NC_006833.1	0.141008	0.00236648
PMLBSc065	NC_012416.1	1.7689	0.0271967
PMLBSc065	NC_010981.1	31.3502	0.607812
PMLBSc065	NC_021084.1	5.23174	0.0890398
PMLBSc065	NC_021089.1	1.12394	0.0173097
PMLBSc065	NZ_HG810405.1	0.0122838	0.000688099
PMLBSc065	NZ_AP013028.1	0.0661568	0.000983953
PMLBSc065	NZ_CM003641.1	1.32677	0.02514
PMLBSc065	NZ_CP031221.1	5.78481	0.095976
PMLBSc065	NZ_CP037426.1	1.81794	0.0330328
PMLBSc065	NC_018267.1	0	0
PMLBSc066	NC_002978.6	0.0266607	0.000300525
PMLBSc066	NC_006833.1	0.0495332	0.000974924
PMLBSc066	NC_012416.1	0.0990405	0.00154025
PMLBSc066	NC_010981.1	0.976623	0.0136119
PMLBSc066	NC_018267.1	0.0617961	0.000990616
PMLBSc066	NC_021084.1	0.303497	0.00486241
PMLBSc066	NC_021089.1	0.0859698	0.000965424
PMLBSc066	NZ_HG810405.1	0.0234224	0.000684976
PMLBSc066	NZ_AP013028.1	0.00431979	4.31979e-05
PMLBSc066	NZ_CM003641.1	0.029811	0.000410122
PMLBSc066	NZ_CP031221.1	0.156401	0.0022756
PMLBSc066	NZ_CP037426.1	0.0692866	0.00101009
PMLBSc067	NC_002978.6	0.581094	0.00720313
PMLBSc067	NC_006833.1	0.0753645	0.00192855
PMLBSc067	NC_012416.1	0.15029	0.00177263
PMLBSc067	NC_010981.1	0.320414	0.00471313
PMLBSc067	NC_018267.1	0.111692	0.0024113
PMLBSc067	NC_021084.1	0.0599928	0.000867245
PMLBSc067	NC_021089.1	0.197484	0.0026663
PMLBSc067	NZ_HG810405.1	0.0957717	0.00204452
PMLBSc067	NZ_AP013028.1	0.020639	0.000489577
PMLBSc067	NZ_CM003641.1	0.0248719	0.000760269
PMLBSc067	NZ_CP031221.1	0.0564687	0.00413138
PMLBSc067	NZ_CP037426.1	0.151809	0.00189004
PMLBSc068	NC_002978.6	5.89273	0.203078
PMLBSc068	NC_006833.1	0.614211	0.0128925
PMLBSc068	NC_012416.1	6.83877	0.211105
PMLBSc068	NC_010981.1	75.9773	4.1364
PMLBSc068	NC_018267.1	0.394576	0.00934561
PMLBSc068	NC_021084.1	19.0975	0.605917
PMLBSc068	NC_021089.1	3.78128	0.114389
PMLBSc068	NZ_HG810405.1	0.35904	0.0080063
PMLBSc068	NZ_AP013028.1	0.62973	0.0141313
PMLBSc068	NZ_CM003641.1	5.30574	0.143193
PMLBSc068	NZ_CP031221.1	19.5197	0.609052
PMLBSc068	NZ_CP037426.1	5.3307	0.196506
PMLBSc069	NC_002978.6	0.191673	0.0091388
PMLBSc069	NC_006833.1	0.22276	0.0166515
PMLBSc069	NC_012416.1	0.129956	0.00731185
PMLBSc069	NC_010981.1	0.591789	0.0148881
PMLBSc069	NC_018267.1	0.219731	0.0214031
PMLBSc069	NC_021084.1	0.208093	0.00863558
PMLBSc069	NC_021089.1	0.15473	0.00491046
PMLBSc069	NZ_HG810405.1	0.238701	0.0569175
PMLBSc069	NZ_AP013028.1	0.20959	0.0223557
PMLBSc069	NZ_CM003641.1	0.196947	0.0154779
PMLBSc069	NZ_CP031221.1	0.164891	0.01876
PMLBSc069	NZ_CP037426.1	0.178282	0.0134536
PMLBSc070	NC_002978.6	0.193803	0.00483127
PMLBSc070	NC_006833.1	0.0720314	0.00675966
PMLBSc070	NC_012416.1	0.0657734	0.00265583
PMLBSc070	NC_010981.1	0.101453	0.00276298
PMLBSc070	NC_018267.1	0.0410234	0.0014259
PMLBSc070	NC_021084.1	0.0586869	0.00231214
PMLBSc070	NC_021089.1	0.025081	0.00188223
PMLBSc070	NZ_HG810405.1	0.0779706	0.0248528
PMLBSc070	NZ_AP013028.1	0.0787162	0.00722525
PMLBSc070	NZ_CM003641.1	0.0312222	0.00756388
PMLBSc070	NZ_CP031221.1	0.0405658	0.0168139
PMLBSc070	NZ_CP037426.1	0.107442	0.00819238
PMLBSc071	NC_002978.6	0.113742	0.00439981
PMLBSc071	NC_006833.1	0.126749	0.00885579
PMLBSc071	NC_012416.1	0.108654	0.00545069
PMLBSc071	NC_010981.1	0.0787208	0.00320077
PMLBSc071	NC_018267.1	0.208353	0.012401
PMLBSc071	NC_021084.1	0.0984773	0.00450829
PMLBSc071	NC_021089.1	0.0319493	0.00201188
PMLBSc071	NZ_HG810405.1	0.191231	0.101585
PMLBSc071	NZ_AP013028.1	0.145113	0.0109755
PMLBSc071	NZ_CM003641.1	0.134855	0.00899446
PMLBSc071	NZ_CP031221.1	0.116105	0.00590563
PMLBSc071	NZ_CP037426.1	0.128591	0.00826559
PMLBSc072	NC_002978.6	0.69594	0.0133469
PMLBSc072	NC_006833.1	0.0684206	0.00284422
PMLBSc072	NC_012416.1	0.69031	0.0126118
PMLBSc072	NC_010981.1	13.2021	0.257
PMLBSc072	NC_018267.1	0.0712951	0.00144052
PMLBSc072	NC_021084.1	2.64214	0.0509109
PMLBSc072	NC_021089.1	0.480165	0.00790089
PMLBSc072	NZ_HG810405.1	0.0716206	0.0038902
PMLBSc072	NZ_AP013028.1	0.0604771	0.00154953
PMLBSc072	NZ_CM003641.1	0.936137	0.0169332
PMLBSc072	NZ_CP031221.1	2.47748	0.0471851
PMLBSc072	NZ_CP037426.1	0.663214	0.0128088
PMLBSc073	NC_002978.6	5.58503	0.300155
PMLBSc073	NC_006833.1	0.42543	0.159444
PMLBSc073	NC_012416.1	6.97897	0.330019
PMLBSc073	NC_010981.1	76.9949	6.26806
PMLBSc073	NC_018267.1	0.30564	0.0127475
PMLBSc073	NC_021084.1	25.6906	1.22886
PMLBSc073	NC_021089.1	3.99752	0.19182
PMLBSc073	NZ_HG810405.1	0.240991	0.141934
PMLBSc073	NZ_AP013028.1	0.653009	0.0412348
PMLBSc073	NZ_CM003641.1	9.77202	0.380391
PMLBSc073	NZ_CP031221.1	26.6159	1.29127
PMLBSc073	NZ_CP037426.1	5.11456	0.354273
PMLBSc074	NC_002978.6	5.32505	0.265387
PMLBSc074	NC_006833.1	0.498387	0.117495
PMLBSc074	NC_012416.1	6.47878	0.277421
PMLBSc074	NC_010981.1	75.2141	5.21937
PMLBSc074	NC_018267.1	0.186432	0.0066817
PMLBSc074	NC_021084.1	24.3017	1.00066
PMLBSc074	NC_021089.1	3.59213	0.160322
PMLBSc074	NZ_HG810405.1	0.205389	0.0611794
PMLBSc074	NZ_AP013028.1	0.491016	0.0193415
PMLBSc074	NZ_CM003641.1	8.68515	0.298728
PMLBSc074	NZ_CP031221.1	23.6781	1.04902
PMLBSc074	NZ_CP037426.1	4.85465	0.26468
PMLBSc075	NC_002978.6	17.1526	0.604856
PMLBSc075	NC_006833.1	0.430985	0.0713028
PMLBSc075	NC_012416.1	10.8196	0.492554
PMLBSc075	NC_010981.1	78.6387	8.13588
PMLBSc075	NC_018267.1	0.263573	0.0129928
PMLBSc075	NC_021084.1	28.5469	1.52654
PMLBSc075	NC_021089.1	7.09567	0.313056
PMLBSc075	NZ_HG810405.1	0.288356	0.0786379
PMLBSc075	NZ_AP013028.1	0.734285	0.0357207
PMLBSc075	NZ_CM003641.1	10.2254	0.420369
PMLBSc075	NZ_CP031221.1	29.0789	1.56587
PMLBSc075	NZ_CP037426.1	8.95342	0.498552
PMLBSc076	NC_002978.6	0.52935	0.01465
PMLBSc076	NC_006833.1	0.139434	0.0130953
PMLBSc076	NC_012416.1	0.181897	0.00540227
PMLBSc076	NC_010981.1	0.200074	0.00525547
PMLBSc076	NC_018267.1	0.238207	0.0116035
PMLBSc076	NC_021084.1	0.131892	0.00364258
PMLBSc076	NC_021089.1	0.273575	0.00580643
PMLBSc076	NZ_HG810405.1	0.228082	0.109024
PMLBSc076	NZ_AP013028.1	0.197751	0.0101187
PMLBSc076	NZ_CM003641.1	0.155935	0.00984469
PMLBSc076	NZ_CP031221.1	0.118598	0.0223752
PMLBSc076	NZ_CP037426.1	0.249639	0.00832696
PMLBSc077	NC_002978.6	0.138904	0.00483837
PMLBSc077	NC_006833.1	0.101659	0.0104992
PMLBSc077	NC_012416.1	0.18743	0.00452806
PMLBSc077	NC_010981.1	1.58899	0.0281209
PMLBSc077	NC_018267.1	0.11973	0.00447499
PMLBSc077	NC_021084.1	0.350432	0.0076293
PMLBSc077	NC_021089.1	0.194242	0.00486725
PMLBSc077	NZ_HG810405.1	0.160105	0.152803
PMLBSc077	NZ_AP013028.1	0.127114	0.00930675
PMLBSc077	NZ_CM003641.1	0.164666	0.0106473
PMLBSc077	NZ_CP031221.1	0.328031	0.0481602
PMLBSc077	NZ_CP037426.1	0.163936	0.0101098
